价格,面积,室,卫,所在楼层,总楼层,位置1,位置2,小区,地铁站名,地铁距离
3020.0,10.0,4,1,22,22,西城区,广安门内,南线里小区,7号线广安门内站,650
2300.0,10.0,4,1,6,6,朝阳区,褡裢坡,定福庄北里1号院,6号线褡裢坡站,550
3480.0,13.0,3,1,17,28,朝阳区,望京,望京新城,"14号线东段,15号线望京站",300
4560.0,50.0,1,1,10,22,石景山区,古城,古城现代嘉园,1号线古城站,1250
2170.0,8.0,2,1,2,5,石景山区,古城,十万坪,1号线古城站,600
3420.0,8.0,4,1,4,13,东城区,崇文门,国瑞城中区,"2号线,5号线崇文门站",550
2300.0,8.0,3,1,3,16,丰台区,新宫,德鑫嘉园三期,"4号线大兴线,19号线新宫站",850
2720.0,11.0,4,1,13,18,朝阳区,潘家园,潘家园东里,10号线潘家园站,700
2360.0,14.0,3,1,7,11,朝阳区,孙河,康营小区6区,15号线孙河站,1050
2490.0,10.0,2,1,2,6,朝阳区,传媒大学,定福庄西街,八通线传媒大学站,350
3290.0,16.0,3,1,2,6,朝阳区,阜通,花家地西里,14号线东段阜通站,900
1680.0,13.0,3,1,2,14,通州区,通州北关,李庄佳苑,6号线通州北关站,3400
3420.0,44.0,1,1,11,21,昌平区,昌平,力天嘉苑,昌平线昌平站,750
6050.0,45.0,1,1,3,6,海淀区,北沙滩,北沙滩4号院,15号线北沙滩站,400
4060.0,13.0,2,1,3,6,海淀区,白石桥南,车公庄西路16号院,"6号线,9号线白石桥南站",150
2860.0,9.0,3,1,1,6,昌平区,龙泽,龙泽苑西区,13号线龙泽站,200
2790.0,19.0,2,1,4,6,通州区,九棵树,葛布店北里,八通线九棵树站,300
1950.0,8.0,3,1,1,6,丰台区,大井,程庄路3号院,14号线西段大井站,1100
1810.0,11.0,3,1,4,6,通州区,梨园,格兰晴天,八通线梨园站,750
3710.0,26.0,3,1,16,20,昌平区,天通苑,天通苑西二区,5号线天通苑站,500
2460.0,12.0,3,1,10,10,顺义区,花梨坎,吉祥花园,15号线花梨坎站,450
2660.0,12.0,3,1,19,33,朝阳区,北岗子,恒大华府,"12号线,平谷线北岗子站",700
2650.0,10.0,2,1,6,6,丰台区,海户屯,马公庄,8号线南段海户屯站,750
5450.0,62.0,2,1,3,6,丰台区,海户屯,西罗园南里,8号线南段海户屯站,650
2870.0,15.0,3,1,5,6,朝阳区,黄渠,常营民族家园N区,6号线黄渠站,400
2720.0,14.0,6,1,15,16,昌平区,天通苑,天通苑北一区,5号线天通苑站,350
2140.0,18.0,2,1,6,6,顺义区,顺义,建新南区,15号线顺义站,1050
2440.0,10.0,3,1,11,12,通州区,物资学院路,新建村小区,6号线物资学院路站,550
2200.0,10.0,3,1,5,6,朝阳区,孙河,康营小区A区,15号线孙河站,1650
1610.0,15.0,3,1,10,16,房山区,篱笆房,加州水郡三期,房山线篱笆房站,2200
3040.0,17.0,2,1,3,6,朝阳区,常营,连心园西区,6号线常营站,800
2210.0,10.0,3,1,19,22,朝阳区,双合,建工双合家园,7号线双合站,350
1310.0,8.0,3,1,1,22,房山区,阎村,天恒乐活城,燕房线阎村站,200
2780.0,9.0,3,1,15,28,丰台区,六里桥,泰禾西府玉苑,"10号线,14号线西段西局站",950
5990.0,43.0,1,1,13,13,朝阳区,潘家园,潘家园东里,10号线潘家园站,700
1910.0,10.0,3,1,5,6,通州区,果园,潞河中学北街,八通线果园站,650
2810.0,12.0,3,1,26,27,朝阳区,北岗子,将府锦苑,14号线东段将台站,3550
2500.0,11.0,3,1,1,6,通州区,物资学院路,新建村小区,6号线物资学院路站,550
2350.0,9.0,3,1,7,29,朝阳区,青年路,金隅泰和园,6号线青年路站,1250
1260.0,9.0,3,1,4,11,房山区,良乡大学城,东羊庄新村,房山线良乡大学城站,1200
3290.0,21.0,4,1,5,6,朝阳区,传媒大学,定福庄西街,八通线传媒大学站,350
2430.0,16.0,2,1,4,6,通州区,梨园,葛布店东里,八通线梨园站,700
2390.0,13.0,4,1,2,4,朝阳区,小红门,恋日绿岛,亦庄线小红门站,1600
2010.0,9.0,3,1,9,22,通州区,次渠南,次渠家园东里6区,亦庄线次渠南站,700
1890.0,14.0,4,1,3,6,通州区,通州北关,北通集团家属楼,6号线通州北关站,1450
2910.0,15.0,4,1,1,20,朝阳区,褡裢坡,福盈家园2号院,6号线褡裢坡站,550
1520.0,12.0,4,1,6,15,房山区,良乡南关,嘉瑞通小区,房山线良乡南关站,150
6900.0,58.0,1,1,11,21,东城区,广渠门外,领行国际,"7号线,17号线广渠门外站",600
2400.0,26.0,5,2,9,9,通州区,果园,世纪星城,八通线果园站,950
1410.0,12.0,5,1,1,7,房山区,良乡大学城西,伟业嘉园西里,房山线良乡大学城西站,1050
1780.0,11.0,4,1,11,25,大兴区,黄村西大街,兴政东里,4号线大兴线黄村西大街站,1000
1940.0,20.0,4,2,5,6,昌平区,天通苑北,名佳花园一区,5号线天通苑北站,2500
2130.0,11.0,3,1,4,14,丰台区,四环路,银地家园,房山线四环路站,1450
3210.0,7.0,3,1,5,6,朝阳区,三元桥,静安里,"10号线,12号线,机场线三元桥站",900
2680.0,13.0,5,1,2,22,丰台区,方庄,紫芳园四区,14号线东段方庄站,500
2520.0,11.0,5,1,2,11,丰台区,石榴庄,彩虹城三区,10号线石榴庄站,950
1860.0,9.0,6,2,3,29,大兴区,天宫院,保利春天里二区,4号线大兴线天宫院站,150
2740.0,16.0,3,1,2,6,丰台区,丽泽商务区,三路居99号院,"7号线,16号线达官营站",1850
2520.0,10.0,5,2,6,15,丰台区,石榴庄,彩虹城二区,10号线石榴庄站,900
1330.0,12.0,4,1,4,6,房山区,广阳城,张家场周转房,房山线广阳城站,1200
1870.0,8.0,2,1,3,6,大兴区,黄村西大街,兴政西里,4号线大兴线黄村西大街站,400
4660.0,60.0,2,1,5,7,通州区,通州北苑,通惠北路小区,八通线通州北苑站,1300
2330.0,14.0,4,1,4,6,顺义区,国展,天竺花园,15号线国展站,1300
3860.0,11.0,3,1,5,22,朝阳区,大望路,盛世嘉园,"1号线,14号线东段大望路站",500
1680.0,12.0,3,1,3,6,通州区,北运河西,光讯花园,6号线北运河西站,1450
2280.0,10.0,4,1,10,11,朝阳区,孙河,康营小区23区,15号线孙河站,1300
10010.0,114.0,2,1,4,18,朝阳区,青年路,华纺易城西区,6号线青年路站,900
1930.0,7.0,3,1,12,20,通州区,梨园,梨园北街191号院,八通线梨园站,300
2480.0,10.0,4,1,11,34,昌平区,天通苑,天通苑西二区,5号线天通苑站,500
2270.0,9.0,2,1,4,6,通州区,北运河西,西上园三区,6号线北运河西站,900
2660.0,16.0,3,1,1,6,朝阳区,常营,连心园西区,6号线常营站,800
2280.0,12.0,2,1,3,6,通州区,北运河西,柳岸景园,6号线北运河西站,1300
2960.0,16.0,4,1,6,18,朝阳区,肖村,中海城圣朝菲,亦庄线肖村站,600
9660.0,113.0,2,1,11,26,朝阳区,十里河,嘉多丽园,"10号线,14号线东段,17号线十里河站",250
3420.0,21.0,3,1,16,20,昌平区,天通苑,天通苑西二区,5号线天通苑站,500
2000.0,11.0,4,1,8,28,大兴区,生物医药基地,住总正华多彩嘉园,4号线大兴线生物医药基地站,400
2260.0,9.0,2,1,4,16,顺义区,花梨坎,枫泉花园,15号线花梨坎站,700
2830.0,13.0,3,1,8,18,昌平区,回龙观东大街,紫金新干线四期,8号线回龙观东大街站,1400
2590.0,13.0,3,1,12,17,丰台区,新宫,德鑫嘉园三期,"4号线大兴线,19号线新宫站",850
2340.0,10.0,3,1,16,21,丰台区,樊羊路,花香东苑,房山线樊羊路站,450
2220.0,11.0,3,1,5,6,通州区,通州北苑,新华西街131号院,八通线通州北苑站,400
1840.0,10.0,4,1,4,17,通州区,经海路,首开国风美仑,亦庄线经海路站,2550
3130.0,18.0,3,1,19,25,丰台区,方庄,芳城园一区,14号线东段方庄站,550
1510.0,20.0,3,1,4,7,房山区,良乡大学城西,伟业嘉园西里,房山线良乡大学城西站,1050
1470.0,8.0,4,1,11,20,门头沟区,小园,保利首开四季怡园,S1线小园站,950
2550.0,14.0,3,1,2,6,朝阳区,黄渠,常营民族家园CDF区,6号线黄渠站,750
2600.0,11.0,3,1,5,20,朝阳区,双桥,金隅康惠园,八通线双桥站,600
1960.0,10.0,4,1,5,20,通州区,物资学院路,新地国际家园,6号线物资学院路站,3000
2950.0,12.0,3,1,4,18,朝阳区,星火,姚家园东里7号院,"3号线,20号线星火站",800
2820.0,11.0,3,1,8,24,朝阳区,青年路,富华家园,6号线青年路站,950
2980.0,16.0,3,1,5,6,丰台区,公益西桥,富卓苑,4号线大兴线公益西桥站,550
2360.0,13.0,4,1,5,6,丰台区,四环路,宜兰园二区,房山线四环路站,1450
2890.0,15.0,3,1,1,6,昌平区,回龙观,龙乡中区,13号线回龙观站,850
1970.0,15.0,3,1,18,26,昌平区,昌平,新悦家园,昌平线昌平站,1200
3470.0,15.0,2,1,4,6,海淀区,上地,小营西路23号院,13号线上地站,1200
2360.0,9.0,4,1,2,18,朝阳区,肖村,中海城圣朝菲,亦庄线肖村站,600
3520.0,19.0,3,1,9,11,朝阳区,四惠,通惠家园惠润园,"1号线,八通线四惠站",650
2980.0,16.0,2,1,2,5,朝阳区,传媒大学,定福庄西街,八通线传媒大学站,350
1770.0,15.0,3,1,1,6,大兴区,黄村火车站,观音寺南里,4号线大兴线黄村火车站站,1500
2540.0,9.0,2,1,3,6,丰台区,丰台南路,富丰园小区,9号线丰台南路站,1100
4420.0,79.0,2,1,3,6,通州区,梨园,云景西里南区,八通线梨园站,850
6760.0,86.0,2,1,3,6,海淀区,育新,沁春家园,8号线育新站,1050
2960.0,12.0,2,1,2,16,丰台区,方庄,芳星园三区,14号线东段方庄站,650
2240.0,11.0,3,1,1,6,朝阳区,孙河,康营小区B区,15号线孙河站,1500
5480.0,52.0,1,1,11,20,丰台区,公益西桥,富卓苑,4号线大兴线公益西桥站,550
3230.0,12.0,3,1,2,24,朝阳区,望京,世安家园,"14号线东段,15号线望京站",950
1740.0,11.0,2,1,5,6,通州区,通州北关,东潞苑,6号线通州北关站,2350
3510.0,64.0,1,1,9,12,通州区,果园,旗舰凯旋一期,八通线果园站,1700
1840.0,10.0,3,1,4,6,通州区,九棵树,葛布店南里,八通线九棵树站,300
2200.0,10.0,4,1,8,12,通州区,果园,葵花社,八通线果园站,200
2700.0,16.0,3,1,5,6,朝阳区,草房,连心园东区,6号线草房站,500
3760.0,10.0,2,1,6,6,朝阳区,亮马桥,新源街,10号线亮马桥站,850
1800.0,14.0,3,1,5,6,昌平区,昌平,建明里,昌平线昌平站,850
2300.0,11.0,3,1,4,6,朝阳区,孙河,康营小区,15号线孙河站,1000
4880.0,23.0,5,1,19,26,朝阳区,望京东,宝星园,15号线望京东站,550
1450.0,10.0,3,1,6,9,房山区,良乡大学城西,瑞雪春堂,房山线良乡大学城西站,900
2210.0,17.0,2,1,4,5,大兴区,黄村火车站,林校北里,4号线大兴线黄村火车站站,750
1870.0,13.0,3,1,2,6,昌平区,沙河,民园小区,昌平线沙河站,1650
1310.0,29.0,4,2,5,5,房山区,阎村,绿城百合公寓风荷苑,燕房线阎村站,850
2780.0,12.0,4,1,12,19,昌平区,天通苑,天通苑西二区,5号线天通苑站,500
2580.0,11.0,2,1,1,15,海淀区,永丰,友谊嘉园三期,16号线永丰站,2150
2270.0,10.0,2,1,1,6,通州区,梨园,梨园西里,八通线梨园站,200
1500.0,8.0,4,1,33,33,通州区,通运门,京贸家园,6号线通运门站,2650
3410.0,18.0,2,1,15,18,丰台区,刘家窑,南三环中路15号院,5号线刘家窑站,350
3460.0,26.0,3,1,14,18,丰台区,樊羊路,郭公庄幸福家园,房山线樊羊路站,400
1840.0,14.0,3,1,10,10,通州区,通州北关,苏坨新村,6号线通州北关站,2800
2620.0,8.0,3,1,12,14,海淀区,永丰南,永旺家园一区,16号线永丰南站,250
3030.0,15.0,2,1,2,5,丰台区,纪家庙,郑王坟141号院,10号线纪家庙站,750
1540.0,7.0,2,1,1,6,大兴区,天宫院,天堂河,4号线大兴线天宫院站,650
1660.0,10.0,3,1,5,6,昌平区,昌平,雅馨家园,昌平线昌平站,550
2460.0,9.0,3,1,1,5,丰台区,大红门,苗圃东里,"8号线南段,10号线大红门站",250
3700.0,20.0,4,1,20,24,西城区,广安门内,牛街18,7号线广安门内站,650
1600.0,7.0,2,1,5,6,昌平区,昌平,安福苑,昌平线昌平站,900
1440.0,8.0,4,2,15,19,房山区,良乡大学城,远洋新仕界,房山线良乡大学城站,400
2880.0,11.0,3,1,13,20,朝阳区,立水桥南,北苑家园望春园,5号线立水桥南站,600
2190.0,13.0,5,1,1,6,昌平区,天通苑,天通苑北三区,5号线天通苑站,1700
3290.0,65.0,1,1,3,6,昌平区,昌平,西环里,昌平线昌平站,1200
1480.0,10.0,3,1,2,6,昌平区,昌平,西环里,昌平线昌平站,1200
2110.0,9.0,4,1,7,11,顺义区,花梨坎,吉祥花园,15号线花梨坎站,450
4270.0,11.0,2,1,1,6,海淀区,海淀黄庄,东南小区,4号线大兴线中关村站,800
1410.0,12.0,3,1,4,6,房山区,广阳城,小西庄回迁楼,房山线广阳城站,1300
2610.0,11.0,2,1,10,21,朝阳区,北岗子,坝鑫家园,"12号线,平谷线北岗子站",850
2010.0,14.0,3,1,4,6,通州区,北运河西,乔庄北区,6号线北运河西站,700
1400.0,12.0,4,1,8,9,房山区,良乡大学城西,瑞雪春堂,房山线良乡大学城西站,900
2880.0,19.0,4,2,2,3,朝阳区,高碑店,美丽亚洲假日花园,八通线高碑店站,650
1800.0,9.0,3,1,16,18,大兴区,黄村西大街,双河南里尚城,4号线大兴线黄村西大街站,1450
3280.0,14.0,3,1,2,24,海淀区,西二旗,融泽嘉园12号院,"13号线,昌平线西二旗站",1100
2620.0,9.0,3,1,1,24,朝阳区,高碑店,兴隆家园,八通线高碑店站,600
2590.0,16.0,6,2,6,7,昌平区,天通苑,天通苑北三区,5号线天通苑站,1700
4240.0,26.0,4,1,8,18,朝阳区,大郊亭,金海国际,7号线大郊亭站,400
3050.0,13.0,4,1,8,18,朝阳区,大郊亭,金海国际,7号线大郊亭站,400
2650.0,10.0,4,1,8,18,朝阳区,大郊亭,金海国际,7号线大郊亭站,400
1380.0,9.0,4,1,3,6,房山区,良乡大学城西,阳光邑上,房山线良乡大学城西站,750
3040.0,8.0,3,1,4,6,朝阳区,光熙门,光熙门北里,13号线光熙门站,350
3640.0,18.0,3,1,4,6,朝阳区,光熙门,光熙门北里,13号线光熙门站,350
1730.0,12.0,3,1,5,6,大兴区,黄村火车站,观音寺南里,4号线大兴线黄村火车站站,1500
2870.0,9.0,3,1,28,28,朝阳区,北工大西门,周庄嘉园三期A区,14号线东段北工大西门站,1150
1550.0,6.0,3,1,4,5,通州区,通州北关,北通集团家属楼,6号线通州北关站,1450
1660.0,11.0,2,1,5,6,昌平区,昌平,东关北里小区,昌平线昌平站,1000
1820.0,11.0,3,1,2,6,通州区,通州北关,东潞苑,6号线通州北关站,2350
2880.0,16.0,3,1,2,6,朝阳区,黄渠,常营民族家园CDF区,6号线黄渠站,750
2650.0,11.0,4,1,16,18,丰台区,刘家窑,芳群园四区,5号线刘家窑站,700
3430.0,13.0,4,1,2,8,朝阳区,望京西,北京香颂,"13号线,15号线望京西站",550
3290.0,11.0,3,1,4,6,朝阳区,光熙门,西坝河北里,13号线光熙门站,500
2540.0,9.0,3,1,5,6,海淀区,育新,常秀家园,8号线育新站,1450
2180.0,13.0,2,1,4,6,通州区,北运河西,西上园三区,6号线北运河西站,900
2330.0,18.0,3,1,5,25,大兴区,黄村西大街,兴政东里,4号线大兴线黄村西大街站,1000
3970.0,18.0,2,1,11,18,朝阳区,金台路,红庙北里,"6号线,14号线东段金台路站",450
2050.0,13.0,3,1,8,10,丰台区,东高地,蓝天怡景,8号线南段东高地站,1450
1840.0,12.0,3,1,1,6,通州区,梨园,云景西里南区,八通线梨园站,850
3640.0,12.0,3,1,22,28,朝阳区,望京,望京新城,"14号线东段,15号线望京站",300
1300.0,11.0,3,1,2,6,房山区,良乡大学城西,阳光邑上,房山线良乡大学城西站,750
1210.0,12.0,4,1,6,6,房山区,良乡大学城西,东关家园,房山线良乡大学城西站,1050
2180.0,13.0,3,1,3,6,顺义区,国展,翠竹新村,15号线国展站,1800
1690.0,10.0,3,1,6,10,昌平区,南邵,兴昌佳苑,昌平线南邵站,1000
2940.0,15.0,6,2,6,6,朝阳区,潘家园,松榆西里,10号线潘家园站,650
1700.0,8.0,4,1,6,29,通州区,通运门,京贸家园,6号线通运门站,2650
1840.0,10.0,3,1,9,18,丰台区,和义,大红门锦苑A区,8号线南段和义站,1400
4630.0,31.0,2,1,10,18,朝阳区,潘家园,农光南里,10号线潘家园站,250
1730.0,15.0,4,1,3,11,通州区,通州北关,刘庄新村,6号线通州北关站,2700
1880.0,12.0,3,1,17,23,通州区,土桥,香溪家园,八通线土桥站,500
2030.0,12.0,4,1,13,18,通州区,次渠南,次渠南里,亦庄线次渠南站,700
4090.0,25.0,4,1,7,33,朝阳区,青年路,国美第一城西区,6号线青年路站,1250
1680.0,7.0,4,1,13,18,顺义区,后沙峪,金地中央世家,15号线后沙峪站,2650
3200.0,9.0,3,1,14,18,朝阳区,东大桥,东大桥路,"6号线,17号线东大桥站",500
1630.0,10.0,3,1,7,18,门头沟区,桥户营,惠康嘉园五区,S1线桥户营站,650
3020.0,10.0,4,1,22,22,西城区,广安门内,南线里小区,7号线广安门内站,650
2300.0,10.0,4,1,6,6,朝阳区,褡裢坡,定福庄北里1号院,6号线褡裢坡站,550
3480.0,13.0,3,1,17,28,朝阳区,望京,望京新城,"14号线东段,15号线望京站",300
4560.0,50.0,1,1,10,22,石景山区,古城,古城现代嘉园,1号线古城站,1250
2170.0,8.0,2,1,2,5,石景山区,古城,十万坪,1号线古城站,600
3420.0,8.0,4,1,4,13,东城区,崇文门,国瑞城中区,"2号线,5号线崇文门站",550
2300.0,8.0,3,1,3,16,丰台区,新宫,德鑫嘉园三期,"4号线大兴线,19号线新宫站",850
2720.0,11.0,4,1,13,18,朝阳区,潘家园,潘家园东里,10号线潘家园站,700
2360.0,14.0,3,1,7,11,朝阳区,孙河,康营小区6区,15号线孙河站,1050
2490.0,10.0,2,1,2,6,朝阳区,传媒大学,定福庄西街,八通线传媒大学站,350
3290.0,16.0,3,1,2,6,朝阳区,阜通,花家地西里,14号线东段阜通站,900
1680.0,13.0,3,1,2,14,通州区,通州北关,李庄佳苑,6号线通州北关站,3400
3420.0,44.0,1,1,11,21,昌平区,昌平,力天嘉苑,昌平线昌平站,750
6050.0,45.0,1,1,3,6,海淀区,北沙滩,北沙滩4号院,15号线北沙滩站,400
4060.0,13.0,2,1,3,6,海淀区,白石桥南,车公庄西路16号院,"6号线,9号线白石桥南站",150
2860.0,9.0,3,1,1,6,昌平区,龙泽,龙泽苑西区,13号线龙泽站,200
2790.0,19.0,2,1,4,6,通州区,九棵树,葛布店北里,八通线九棵树站,300
1950.0,8.0,3,1,1,6,丰台区,大井,程庄路3号院,14号线西段大井站,1100
1810.0,11.0,3,1,4,6,通州区,梨园,格兰晴天,八通线梨园站,750
3710.0,26.0,3,1,16,20,昌平区,天通苑,天通苑西二区,5号线天通苑站,500
2460.0,12.0,3,1,10,10,顺义区,花梨坎,吉祥花园,15号线花梨坎站,450
2660.0,12.0,3,1,19,33,朝阳区,北岗子,恒大华府,"12号线,平谷线北岗子站",700
2650.0,10.0,2,1,6,6,丰台区,海户屯,马公庄,8号线南段海户屯站,750
5450.0,62.0,2,1,3,6,丰台区,海户屯,西罗园南里,8号线南段海户屯站,650
2870.0,15.0,3,1,5,6,朝阳区,黄渠,常营民族家园N区,6号线黄渠站,400
2720.0,14.0,6,1,15,16,昌平区,天通苑,天通苑北一区,5号线天通苑站,350
2140.0,18.0,2,1,6,6,顺义区,顺义,建新南区,15号线顺义站,1050
2440.0,10.0,3,1,11,12,通州区,物资学院路,新建村小区,6号线物资学院路站,550
2200.0,10.0,3,1,5,6,朝阳区,孙河,康营小区A区,15号线孙河站,1650
1610.0,15.0,3,1,10,16,房山区,篱笆房,加州水郡三期,房山线篱笆房站,2200
3040.0,17.0,2,1,3,6,朝阳区,常营,连心园西区,6号线常营站,800
2210.0,10.0,3,1,19,22,朝阳区,双合,建工双合家园,7号线双合站,350
1310.0,8.0,3,1,1,22,房山区,阎村,天恒乐活城,燕房线阎村站,200
2780.0,9.0,3,1,15,28,丰台区,六里桥,泰禾西府玉苑,"10号线,14号线西段西局站",950
5990.0,43.0,1,1,13,13,朝阳区,潘家园,潘家园东里,10号线潘家园站,700
1910.0,10.0,3,1,5,6,通州区,果园,潞河中学北街,八通线果园站,650
2810.0,12.0,3,1,26,27,朝阳区,北岗子,将府锦苑,14号线东段将台站,3550
2500.0,11.0,3,1,1,6,通州区,物资学院路,新建村小区,6号线物资学院路站,550
2350.0,9.0,3,1,7,29,朝阳区,青年路,金隅泰和园,6号线青年路站,1250
1260.0,9.0,3,1,4,11,房山区,良乡大学城,东羊庄新村,房山线良乡大学城站,1200
3290.0,21.0,4,1,5,6,朝阳区,传媒大学,定福庄西街,八通线传媒大学站,350
2430.0,16.0,2,1,4,6,通州区,梨园,葛布店东里,八通线梨园站,700
2390.0,13.0,4,1,2,4,朝阳区,小红门,恋日绿岛,亦庄线小红门站,1600
2010.0,9.0,3,1,9,22,通州区,次渠南,次渠家园东里6区,亦庄线次渠南站,700
1890.0,14.0,4,1,3,6,通州区,通州北关,北通集团家属楼,6号线通州北关站,1450
2910.0,15.0,4,1,1,20,朝阳区,褡裢坡,福盈家园2号院,6号线褡裢坡站,550
1520.0,12.0,4,1,6,15,房山区,良乡南关,嘉瑞通小区,房山线良乡南关站,150
6900.0,58.0,1,1,11,21,东城区,广渠门外,领行国际,"7号线,17号线广渠门外站",600
2400.0,26.0,5,2,9,9,通州区,果园,世纪星城,八通线果园站,950
1410.0,12.0,5,1,1,7,房山区,良乡大学城西,伟业嘉园西里,房山线良乡大学城西站,1050
1780.0,11.0,4,1,11,25,大兴区,黄村西大街,兴政东里,4号线大兴线黄村西大街站,1000
1940.0,20.0,4,2,5,6,昌平区,天通苑北,名佳花园一区,5号线天通苑北站,2500
2130.0,11.0,3,1,4,14,丰台区,四环路,银地家园,房山线四环路站,1450
3210.0,7.0,3,1,5,6,朝阳区,三元桥,静安里,"10号线,12号线,机场线三元桥站",900
2680.0,13.0,5,1,2,22,丰台区,方庄,紫芳园四区,14号线东段方庄站,500
2520.0,11.0,5,1,2,11,丰台区,石榴庄,彩虹城三区,10号线石榴庄站,950
1860.0,9.0,6,2,3,29,大兴区,天宫院,保利春天里二区,4号线大兴线天宫院站,150
2740.0,16.0,3,1,2,6,丰台区,丽泽商务区,三路居99号院,"7号线,16号线达官营站",1850
2520.0,10.0,5,2,6,15,丰台区,石榴庄,彩虹城二区,10号线石榴庄站,900
1330.0,12.0,4,1,4,6,房山区,广阳城,张家场周转房,房山线广阳城站,1200
1870.0,8.0,2,1,3,6,大兴区,黄村西大街,兴政西里,4号线大兴线黄村西大街站,400
4660.0,60.0,2,1,5,7,通州区,通州北苑,通惠北路小区,八通线通州北苑站,1300
2330.0,14.0,4,1,4,6,顺义区,国展,天竺花园,15号线国展站,1300
3860.0,11.0,3,1,5,22,朝阳区,大望路,盛世嘉园,"1号线,14号线东段大望路站",500
1680.0,12.0,3,1,3,6,通州区,北运河西,光讯花园,6号线北运河西站,1450
2280.0,10.0,4,1,10,11,朝阳区,孙河,康营小区23区,15号线孙河站,1300
10010.0,114.0,2,1,4,18,朝阳区,青年路,华纺易城西区,6号线青年路站,900
1930.0,7.0,3,1,12,20,通州区,梨园,梨园北街191号院,八通线梨园站,300
2480.0,10.0,4,1,11,34,昌平区,天通苑,天通苑西二区,5号线天通苑站,500
2270.0,9.0,2,1,4,6,通州区,北运河西,西上园三区,6号线北运河西站,900
2660.0,16.0,3,1,1,6,朝阳区,常营,连心园西区,6号线常营站,800
2280.0,12.0,2,1,3,6,通州区,北运河西,柳岸景园,6号线北运河西站,1300
2960.0,16.0,4,1,6,18,朝阳区,肖村,中海城圣朝菲,亦庄线肖村站,600
9660.0,113.0,2,1,11,26,朝阳区,十里河,嘉多丽园,"10号线,14号线东段,17号线十里河站",250
3420.0,21.0,3,1,16,20,昌平区,天通苑,天通苑西二区,5号线天通苑站,500
2000.0,11.0,4,1,8,28,大兴区,生物医药基地,住总正华多彩嘉园,4号线大兴线生物医药基地站,400
2260.0,9.0,2,1,4,16,顺义区,花梨坎,枫泉花园,15号线花梨坎站,700
2830.0,13.0,3,1,8,18,昌平区,回龙观东大街,紫金新干线四期,8号线回龙观东大街站,1400
2590.0,13.0,3,1,12,17,丰台区,新宫,德鑫嘉园三期,"4号线大兴线,19号线新宫站",850
2340.0,10.0,3,1,16,21,丰台区,樊羊路,花香东苑,房山线樊羊路站,450
2220.0,11.0,3,1,5,6,通州区,通州北苑,新华西街131号院,八通线通州北苑站,400
1840.0,10.0,4,1,4,17,通州区,经海路,首开国风美仑,亦庄线经海路站,2550
3130.0,18.0,3,1,19,25,丰台区,方庄,芳城园一区,14号线东段方庄站,550
1510.0,20.0,3,1,4,7,房山区,良乡大学城西,伟业嘉园西里,房山线良乡大学城西站,1050
1470.0,8.0,4,1,11,20,门头沟区,小园,保利首开四季怡园,S1线小园站,950
2550.0,14.0,3,1,2,6,朝阳区,黄渠,常营民族家园CDF区,6号线黄渠站,750
2600.0,11.0,3,1,5,20,朝阳区,双桥,金隅康惠园,八通线双桥站,600
1960.0,10.0,4,1,5,20,通州区,物资学院路,新地国际家园,6号线物资学院路站,3000
2950.0,12.0,3,1,4,18,朝阳区,星火,姚家园东里7号院,"3号线,20号线星火站",800
2020.0,7.0,3,1,6,6,丰台区,科怡路,富丰路8号院,9号线科怡路站,1500
2000.0,7.0,3,1,28,28,朝阳区,小红门,鸿博家园二期D区,亦庄线小红门站,450
2160.0,10.0,3,1,11,16,朝阳区,管庄,管庄新村,八通线管庄站,600
1540.0,12.0,4,1,3,11,通州区,通州北关,刘庄新村,6号线通州北关站,2700
1510.0,11.0,4,1,4,6,房山区,良乡大学城西,鸿顺园西区,房山线良乡大学城西站,350
1890.0,10.0,3,1,9,26,通州区,高楼金,高楼金第,7号线高楼金站,250
1650.0,12.0,3,1,5,6,通州区,通运门,新潮嘉园二期,6号线通运门站,4150
1510.0,10.0,3,1,6,11,房山区,稻田,高四回迁楼,房山线稻田站,800
1870.0,12.0,3,1,16,18,房山区,稻田,稻田回迁楼,房山线稻田站,250
3220.0,14.0,3,1,1,7,朝阳区,望京,望京西园一区,"14号线东段,15号线望京站",850
3210.0,11.0,2,1,2,6,丰台区,六里桥东,太平桥小区,9号线六里桥东站,400
2890.0,13.0,3,1,7,7,丰台区,宋家庄,政馨园三区,"5号线,10号线,亦庄线宋家庄站",300
2450.0,18.0,4,1,16,21,丰台区,樊羊路,天伦锦城,房山线樊羊路站,1700
4670.0,18.0,2,1,5,6,海淀区,魏公村,大慧寺6号院,4号线大兴线魏公村站,800
2300.0,15.0,3,1,1,6,昌平区,天通苑东,天通苑东二区,17号线天通苑东站,650
2550.0,11.0,4,1,10,29,朝阳区,管庄,北京新天地,八通线管庄站,750
4270.0,19.0,2,1,13,13,西城区,积水潭,文慧园北路甲26号,"2号线,19号线积水潭站",900
3060.0,16.0,4,2,11,11,朝阳区,南楼梓庄,紫南家园（北区）,7号线南楼梓庄站,300
2420.0,10.0,3,1,1,19,朝阳区,星火,姚家园东里8号院,"3号线,20号线星火站",800
2740.0,8.0,2,1,4,25,石景山区,金安桥,金铸阳光苑,"6号线,S1线金安桥站",500
2190.0,25.0,3,1,1,6,大兴区,黄村西大街,黄村西里,4号线大兴线黄村西大街站,500
