价格,面积,室,卫,所在楼层,总楼层,位置1,位置2,小区,地铁站名,地铁距离
2440.0,17.0,3,1,4,6,石景山区,杨庄,西井特钢楼,"1号线,6号线苹果园站",1550
1570.0,16.0,3,1,5,6,房山区,良乡大学城西,鸿顺园西区,房山线良乡大学城西站,350
4460.0,25.0,4,2,1,26,朝阳区,三元桥,国际港,"10号线,12号线,机场线三元桥站",300
3280.0,14.0,4,1,5,8,海淀区,火器营,和泓四季,10号线火器营站,1750
1500.0,8.0,4,1,6,29,通州区,高楼金,新城乐居,7号线高楼金站,450
2120.0,9.0,3,1,1,6,朝阳区,双桥,三间房南里4号院,八通线双桥站,750
2360.0,9.0,3,1,1,6,昌平区,霍营,华龙苑南里,"8号线,13号线霍营站",550
3240.0,8.0,2,1,1,6,朝阳区,惠新西街南口,小关东里8号院,"5号线,10号线惠新西街南口站",400
2020.0,15.0,3,1,8,28,通州区,土桥,华远铭悦,八通线土桥站,950
1890.0,9.0,4,1,4,6,顺义区,国展,天竺花园,15号线国展站,1300
5220.0,75.0,2,2,12,12,通州区,果园,怡乐园二区,八通线果园站,1100
2100.0,12.0,3,1,2,6,通州区,通州北苑,旅游新村,八通线通州北苑站,400
3300.0,23.0,4,1,6,11,朝阳区,孙河,康营小区7区,15号线孙河站,750
2510.0,10.0,3,1,1,6,朝阳区,高碑店,兴隆家园,八通线高碑店站,600
2270.0,12.0,2,1,5,6,大兴区,亦庄桥,天宝家园,亦庄线亦庄桥站,1550
2000.0,17.0,2,1,3,4,通州区,梨园,葛布店东里,八通线梨园站,700
1560.0,12.0,3,1,6,6,通州区,通州北关,王家场,6号线通州北关站,2000
2510.0,10.0,3,1,11,21,朝阳区,高碑店,金隅汇星苑,6号线青年路站,1450
3220.0,11.0,5,1,17,26,朝阳区,望京东,宝星园,15号线望京东站,550
3030.0,15.0,3,1,20,22,东城区,陶然桥,永铁苑,14号线东段陶然桥站,500
2590.0,14.0,3,1,4,6,朝阳区,黄渠,常营民族家园三期,6号线黄渠站,200
2540.0,14.0,3,1,26,28,朝阳区,东坝中街,首开畅颐园,14号线东段将台站,3500
3250.0,9.0,2,1,3,6,海淀区,西钓鱼台,中塔园,10号线西钓鱼台站,750
2880.0,16.0,3,1,27,28,朝阳区,褡裢坡,泰福苑二区,6号线褡裢坡站,700
1700.0,7.0,3,1,2,6,大兴区,大兴新城,新安里,4号线大兴线清源路站,1850
2590.0,15.0,4,1,2,4,海淀区,廖公庄,碧桐园,6号线廖公庄站,300
2570.0,13.0,4,1,4,6,东城区,永定门外,西革新里,"8号线南段,14号线东段永定门外站",500
1390.0,8.0,4,1,15,27,通州区,通州北关,K2清水湾,6号线通州北关站,1950
1980.0,8.0,3,1,7,15,石景山区,杨庄,苹果园小区一区,"1号线,6号线苹果园站",1300
2950.0,14.0,3,2,3,6,海淀区,廖公庄,西山国际城,6号线廖公庄站,550
2520.0,12.0,5,2,15,26,朝阳区,黄渠,柏林爱乐二期,6号线黄渠站,850
1970.0,12.0,4,2,8,17,通州区,九棵树,蓝山国际公寓,八通线九棵树站,500
3480.0,24.0,3,1,5,7,西城区,陶然亭,双柳树头条甲1号院,4号线大兴线陶然亭站,750
2060.0,13.0,4,1,2,4,朝阳区,小红门,恋日绿岛,亦庄线小红门站,1600
3290.0,11.0,2,1,3,6,朝阳区,望京南,大山子北里,14号线东段望京南站,550
1580.0,12.0,3,1,5,12,顺义区,石门,澜西园,15号线石门站,2200
2600.0,12.0,4,1,4,6,丰台区,角门东,怡然家园5号院,10号线角门东站,400
2340.0,13.0,3,1,13,18,朝阳区,孙河,康营小区23区,15号线孙河站,1300
2530.0,9.0,4,1,11,29,朝阳区,十里堡,晨光家园,6号线十里堡站,550
2050.0,14.0,4,2,8,17,通州区,九棵树,蓝山国际公寓,八通线九棵树站,500
2430.0,17.0,3,1,4,6,朝阳区,黄渠,常营民族家园B区,6号线黄渠站,800
3380.0,19.0,5,1,22,26,朝阳区,欢乐谷景区,北京华侨城1号院,7号线欢乐谷景区站,350
3070.0,20.0,3,1,18,24,朝阳区,十里堡,朝阳嘉园,6号线十里堡站,700
2640.0,12.0,2,1,18,21,朝阳区,小红门,鸿博家园一期A区,亦庄线小红门站,900
3150.0,9.0,4,1,14,18,海淀区,六道口,学知园,15号线六道口站,1250
2610.0,10.0,4,1,8,23,丰台区,角门西,明日嘉园,"10号线,4号线大兴线角门西站",450
2960.0,18.0,2,1,7,21,丰台区,石榴庄,裕隆园,10号线石榴庄站,500
3570.0,14.0,3,1,9,24,海淀区,六道口,双清路2号院,15号线六道口站,1800
3450.0,15.0,2,1,4,16,朝阳区,金台路,红庙北里,"6号线,14号线东段金台路站",450
2690.0,25.0,4,1,6,11,通州区,果园,京洲园,八通线果园站,1700
2600.0,23.0,5,2,5,6,通州区,物资学院路,西富河园,6号线物资学院路站,100
2070.0,9.0,3,1,1,11,顺义区,花梨坎,吉祥花园,15号线花梨坎站,450
2130.0,11.0,3,1,8,20,朝阳区,管庄,管庄新村,八通线管庄站,600
2520.0,13.0,2,1,2,6,石景山区,古城,八角北路,1号线古城站,1000
2670.0,12.0,4,1,3,6,朝阳区,北苑路北,北苑路2号院,5号线北苑路北站,600
3240.0,10.0,4,1,6,25,朝阳区,呼家楼,向军南里,"6号线,10号线呼家楼站",250
2180.0,9.0,3,1,2,6,朝阳区,褡裢坡,福怡苑,6号线褡裢坡站,950
1970.0,9.0,4,1,5,6,朝阳区,传媒大学,定福庄西街,八通线传媒大学站,350
2530.0,20.0,4,1,8,15,通州区,土桥,金隅七零九零,八通线土桥站,1750
2210.0,11.0,2,1,11,18,通州区,九棵树,东总屯,八通线九棵树站,450
2670.0,13.0,3,1,5,18,朝阳区,高碑店,金隅汇星苑,6号线青年路站,1450
2710.0,12.0,4,1,6,6,海淀区,育新,育新花园,8号线育新站,400
1520.0,9.0,4,1,9,20,门头沟区,小园,保利首开四季怡园,S1线小园站,950
3590.0,53.0,1,1,13,18,顺义区,石门,怡馨家园,15号线石门站,1250
1600.0,8.0,6,2,22,27,大兴区,天宫院,保利春天里一区,4号线大兴线天宫院站,250
3450.0,9.0,2,1,5,7,朝阳区,林萃桥,畅清园小区,8号线林萃桥站,850
3820.0,16.0,2,1,4,6,朝阳区,惠新西街北口,惠新北里2号院,5号线惠新西街北口站,700
2210.0,10.0,3,1,4,28,通州区,物资学院路,新建村小区,6号线物资学院路站,550
2240.0,11.0,3,1,3,6,石景山区,八角游乐园,建西苑南里,1号线八角游乐园站,1250
3020.0,13.0,3,1,6,10,海淀区,上地,清上园,13号线上地站,1050
2970.0,8.0,3,1,5,6,海淀区,慈寿寺,八里庄北里,"6号线,10号线慈寿寺站",450
2690.0,16.0,4,1,4,23,昌平区,天通苑,天通苑北一区,5号线天通苑站,350
2310.0,10.0,3,1,2,18,朝阳区,星火,姚家园东里8号院,"3号线,20号线星火站",800
2670.0,8.0,4,1,25,28,海淀区,西二旗,回龙观新村中区,"13号线,昌平线西二旗站",1100
2350.0,11.0,4,1,3,6,昌平区,平西府,龙锦苑一区,8号线平西府站,700
1870.0,8.0,4,1,5,6,丰台区,四环路,银地家园,房山线四环路站,1450
2530.0,16.0,4,1,6,6,通州区,土桥,迎喜家园,八通线土桥站,400
2830.0,20.0,2,1,1,6,石景山区,八角游乐园,依翠园,1号线八角游乐园站,750
3320.0,21.0,4,2,22,26,朝阳区,四惠东,都市经典家园,"1号线,八通线四惠东站",700
2560.0,11.0,3,1,5,6,东城区,广渠门外,建木小区,"7号线,17号线广渠门外站",300
2140.0,13.0,7,2,10,10,昌平区,天通苑,天通中苑,5号线天通苑站,1300
2620.0,10.0,2,1,3,18,朝阳区,管庄,管庄新村,八通线管庄站,600
4360.0,18.0,2,1,13,19,西城区,车公庄西,车公庄北里,6号线车公庄西站,350
2540.0,13.0,3,1,5,6,朝阳区,褡裢坡,定福家园北里,6号线褡裢坡站,200
2020.0,7.0,4,1,4,17,朝阳区,高碑店,金隅汇星苑,6号线青年路站,1450
2170.0,8.0,6,1,3,11,丰台区,石榴庄,彩虹城三区,10号线石榴庄站,950
3720.0,19.0,3,1,4,15,东城区,安定门,京宝花园,2号线安定门站,450
2550.0,12.0,4,1,3,9,朝阳区,青年路,银谷美泉家园,6号线青年路站,1750
2450.0,14.0,4,1,11,11,顺义区,花梨坎,吉祥花园,15号线花梨坎站,450
2160.0,16.0,2,1,5,6,大兴区,瀛海,兴海园,8号线南段瀛海站,400
2440.0,7.0,3,1,5,10,丰台区,公益西桥,城南嘉园益星园,4号线大兴线公益西桥站,200
2510.0,12.0,3,1,17,29,朝阳区,北岗子,恒大华府,"12号线,平谷线北岗子站",700
2970.0,10.0,4,1,4,28,海淀区,莲花桥,莲花小区,10号线莲花桥站,550
2640.0,14.0,3,1,5,6,海淀区,玉泉路,玉泉路65号院,1号线玉泉路站,850
2570.0,10.0,3,1,6,15,朝阳区,十里堡,晨光家园,6号线十里堡站,550
3560.0,17.0,2,1,24,24,丰台区,角门西,嘉丽园,"10号线,4号线大兴线角门西站",150
2710.0,12.0,3,1,18,24,朝阳区,成寿寺,金第润苑,10号线成寿寺站,600
3690.0,18.0,2,1,6,6,东城区,广渠门外,双花园南里,"7号线,17号线广渠门外站",650
2690.0,15.0,3,1,22,22,丰台区,大红门,苗圃东里,"8号线南段,10号线大红门站",250
2700.0,19.0,3,1,4,5,石景山区,八角游乐园,老山西里,1号线八角游乐园站,500
2750.0,10.0,3,1,7,22,朝阳区,青年路,阿曼寓所,6号线青年路站,1000
2000.0,13.0,2,1,22,25,通州区,通州北关,东潞苑,6号线通州北关站,2350
2230.0,15.0,3,1,7,17,通州区,土桥,金隅花石匠,八通线土桥站,1100
1990.0,10.0,3,1,2,18,昌平区,南邵,中国铁建青秀尚城,昌平线南邵站,350
2850.0,18.0,2,1,3,6,石景山区,八宝山,永乐东区,1号线八宝山站,700
1570.0,17.0,3,1,1,6,房山区,良乡大学城西,鸿顺园东区,房山线良乡大学城西站,350
3010.0,16.0,4,1,4,6,朝阳区,马泉营,马南里,15号线马泉营站,1350
2530.0,10.0,4,1,17,28,朝阳区,欢乐谷景区,周庄嘉园4号院,7号线欢乐谷景区站,1700
2540.0,14.0,4,1,4,6,朝阳区,星火,姚家园西里5号院,"3号线,20号线星火站",600
3080.0,12.0,3,1,2,6,朝阳区,三元桥,静安东里,"10号线,12号线,机场线三元桥站",550
2630.0,19.0,3,1,21,25,石景山区,杨庄,地铁古城家园,"1号线,6号线苹果园站",1300
3170.0,31.0,5,1,29,32,昌平区,天通苑南,天通苑东一区,5号线天通苑南站,1650
2220.0,18.0,3,1,4,6,通州区,果园,后南仓,八通线果园站,1050
2130.0,16.0,3,1,13,23,通州区,临河里,华业东方玫瑰,八通线临河里站,650
3350.0,40.0,1,1,3,6,通州区,北神树,福安公寓,亦庄线荣京东街站,3500
2560.0,10.0,4,1,2,18,昌平区,回龙观东大街,首开国风美唐三期,8号线回龙观东大街站,500
2000.0,13.0,2,1,22,25,通州区,通州北关,东潞苑,6号线通州北关站,2350
2230.0,15.0,3,1,7,17,通州区,土桥,金隅花石匠,八通线土桥站,1100
1990.0,10.0,3,1,2,18,昌平区,南邵,中国铁建青秀尚城,昌平线南邵站,350
2850.0,18.0,2,1,3,6,石景山区,八宝山,永乐东区,1号线八宝山站,700
1570.0,17.0,3,1,1,6,房山区,良乡大学城西,鸿顺园东区,房山线良乡大学城西站,350
3010.0,16.0,4,1,4,6,朝阳区,马泉营,马南里,15号线马泉营站,1350
2530.0,10.0,4,1,17,28,朝阳区,欢乐谷景区,周庄嘉园4号院,7号线欢乐谷景区站,1700
2540.0,14.0,4,1,4,6,朝阳区,星火,姚家园西里5号院,"3号线,20号线星火站",600
3080.0,12.0,3,1,2,6,朝阳区,三元桥,静安东里,"10号线,12号线,机场线三元桥站",550
2630.0,19.0,3,1,21,25,石景山区,杨庄,地铁古城家园,"1号线,6号线苹果园站",1300
3170.0,31.0,5,1,29,32,昌平区,天通苑南,天通苑东一区,5号线天通苑南站,1650
2220.0,18.0,3,1,4,6,通州区,果园,后南仓,八通线果园站,1050
2130.0,16.0,3,1,13,23,通州区,临河里,华业东方玫瑰,八通线临河里站,650
3350.0,40.0,1,1,3,6,通州区,北神树,福安公寓,亦庄线荣京东街站,3500
2560.0,10.0,4,1,2,18,昌平区,回龙观东大街,首开国风美唐三期,8号线回龙观东大街站,500
3820.0,11.0,2,1,1,22,朝阳区,团结湖,团结湖东里,"3号线,10号线团结湖站",800
2010.0,9.0,3,1,1,6,丰台区,和义,和义西里三区,8号线南段和义站,500
2630.0,17.0,3,1,5,6,朝阳区,常营,连心园西区,6号线常营站,800
5780.0,50.0,1,1,5,6,西城区,陶然亭,平原里小区,4号线大兴线陶然亭站,350
2890.0,13.0,2,1,4,16,朝阳区,小红门,鸿博家园一期C区,亦庄线小红门站,1400
2700.0,13.0,5,1,17,19,朝阳区,南楼梓庄,世纪东方嘉园南区,7号线南楼梓庄站,600
2670.0,13.0,5,1,6,6,朝阳区,黄渠,常营民族家园CDF区,6号线黄渠站,750
3380.0,10.0,3,1,6,6,西城区,新街口,前半壁街,4号线大兴线新街口站,400
3760.0,12.0,2,1,6,6,朝阳区,团结湖,白家庄西里,"3号线,10号线团结湖站",550
1500.0,11.0,5,1,7,9,房山区,广阳城,金地朗悦润园,房山线广阳城站,1150
3000.0,16.0,3,1,2,15,丰台区,角门东,远洋自然,10号线角门东站,550
3590.0,10.0,2,1,5,6,海淀区,万寿路,翠微路2号院,1号线万寿路站,400
1790.0,8.0,3,1,4,6,顺义区,石门,西辛南区,15号线石门站,450
2000.0,13.0,3,1,13,20,昌平区,昌平东关,北京怡园,昌平线昌平东关站,950
1720.0,8.0,3,1,14,18,房山区,稻田,稻田回迁楼,房山线稻田站,250
3530.0,17.0,2,1,17,30,海淀区,育新,泰华龙旗广场,8号线育新站,550
1700.0,10.0,3,1,3,6,通州区,果园,果园北区,八通线果园站,700
4790.0,34.0,1,1,10,22,丰台区,泥洼,盛鑫嘉园,10号线泥洼站,50
2310.0,11.0,4,1,3,6,昌平区,回龙观东大街,龙锦苑东四区,8号线回龙观东大街站,950
1970.0,8.0,4,1,18,28,朝阳区,焦化厂,燕保祈东家园一期,7号线焦化厂站,450
2530.0,9.0,3,1,2,7,海淀区,育新,上奥世纪,8号线育新站,1500
2090.0,9.0,3,1,2,6,朝阳区,传媒大学,定福庄西街,八通线传媒大学站,350
2430.0,8.0,3,1,5,18,丰台区,角门东,海户西里34号院,10号线角门东站,550
2780.0,10.0,3,1,5,6,海淀区,田村,玉海园一里,6号线田村站,800
2130.0,18.0,3,1,5,6,顺义区,顺义,东兴一区,15号线顺义站,400
1730.0,9.0,3,1,5,6,顺义区,顺义,东兴一区,15号线顺义站,400
1900.0,10.0,3,1,8,25,房山区,长阳,康泽佳苑,房山线长阳站,500
2700.0,11.0,3,1,14,14,朝阳区,四惠东,甘露园西里,"1号线,八通线四惠东站",900
2340.0,13.0,3,1,3,6,大兴区,亦庄文化园,新康家园,亦庄线亦庄文化园站,750
2880.0,10.0,4,1,7,9,海淀区,海淀五路居,五棵松26号院,6号线海淀五路居站,350
3240.0,20.0,2,1,3,11,石景山区,古城,古城南路,1号线古城站,500
2000.0,10.0,3,1,5,6,通州区,果园,果园北区,八通线果园站,700
2570.0,14.0,4,1,23,25,朝阳区,小红门,鸿博家园二期F区,亦庄线小红门站,550
2340.0,22.0,2,1,2,9,顺义区,石门,澜西园,15号线石门站,2200
2260.0,12.0,2,0,15,18,昌平区,天通苑北,龙冠冠华苑二区,5号线天通苑北站,4000
2710.0,15.0,3,1,3,6,石景山区,古城,首钢古城西路,1号线古城站,950
1870.0,9.0,4,1,1,28,通州区,次渠南,次渠锦园南区,亦庄线次渠南站,250
2110.0,12.0,5,2,13,14,顺义区,国展,天竺花园,15号线国展站,1300
1880.0,8.0,3,1,2,18,昌平区,南邵,中国铁建青秀尚城,昌平线南邵站,350
2100.0,8.0,3,1,1,6,石景山区,古城,古城南路,1号线古城站,500
3080.0,19.0,3,1,4,22,朝阳区,褡裢坡,定福家园北里,6号线褡裢坡站,200
2840.0,19.0,3,1,6,9,朝阳区,双桥,水岸双桥,八通线双桥站,250
2230.0,14.0,3,1,14,18,朝阳区,东坝中街,北京城建福润四季,3号线东坝中街站,2800
1930.0,7.0,3,1,3,6,石景山区,苹果园,苹果园小区四区,"1号线,6号线苹果园站",300
4300.0,18.0,2,1,2,5,东城区,和平里北街,地坛北门,5号线和平里北街站,150
3350.0,21.0,2,1,13,22,丰台区,刘家窑,正邦嘉园,5号线刘家窑站,300
1420.0,9.0,3,1,2,15,房山区,良乡大学城西,紫汇家园,房山线良乡大学城西站,550
4570.0,80.0,2,1,4,6,昌平区,昌平,清秀园北区,昌平线昌平站,850
7370.0,73.0,1,1,5,6,朝阳区,十里堡,晨光家园,6号线十里堡站,550
2100.0,11.0,4,1,11,27,通州区,次渠南,次渠家园东里8区,亦庄线次渠南站,700
2530.0,15.0,3,1,2,6,朝阳区,管庄,东会新村,八通线管庄站,150
1560.0,12.0,4,1,6,6,顺义区,俸伯,滨河小区,15号线俸伯站,1600
2250.0,17.0,3,1,2,6,通州区,果园,达富苑,八通线果园站,250
3820.0,18.0,2,1,3,6,朝阳区,酒仙桥,北窑地,12号线酒仙桥站,950
1900.0,10.0,3,1,13,23,通州区,临河里,华业东方玫瑰,八通线临河里站,650
2670.0,12.0,3,1,7,20,朝阳区,褡裢坡,定福家园北里,6号线褡裢坡站,200
2700.0,11.0,3,1,26,30,朝阳区,青年路,金隅泰和园,6号线青年路站,1250
2620.0,14.0,4,1,1,11,朝阳区,肖村,中海城香克林,亦庄线肖村站,550
2840.0,13.0,2,1,23,24,朝阳区,黄渠,泰福苑三区,6号线黄渠站,500
2050.0,14.0,3,1,6,6,通州区,果园,怡乐北街小区,八通线果园站,600
2760.0,13.0,3,1,1,10,丰台区,公益西桥,城南嘉园益明园,4号线大兴线公益西桥站,300
3420.0,13.0,3,1,18,25,朝阳区,四惠,力源里,"1号线,八通线四惠站",250
2840.0,12.0,3,1,3,6,丰台区,角门东,角门东里,10号线角门东站,400
2780.0,16.0,3,1,17,25,石景山区,杨庄,杨庄北区,6号线杨庄站,550
2520.0,9.0,5,1,5,22,丰台区,角门东,金胜嘉谊家园,10号线角门东站,700
2540.0,7.0,2,1,4,6,东城区,广渠门外,广渠门外大街,"7号线,17号线广渠门外站",450
2820.0,13.0,3,1,18,25,朝阳区,清河营,东洲家园,13号线北苑站,2300
3360.0,22.0,2,1,1,6,朝阳区,管庄,管庄西里,八通线管庄站,1050
1450.0,7.0,4,1,5,6,昌平区,昌平,安福苑,昌平线昌平站,900
2740.0,12.0,3,1,4,18,昌平区,回龙观东大街,紫金新干线四期,8号线回龙观东大街站,1400
2100.0,8.0,3,1,16,16,丰台区,新宫,德鑫嘉园二期,"4号线大兴线,19号线新宫站",700
2300.0,10.0,3,1,19,29,朝阳区,传媒大学,北花园小区,八通线传媒大学站,600
1880.0,12.0,2,1,8,25,门头沟区,栗园庄,惠润嘉园,S1线栗园庄站,300
3300.0,18.0,3,1,17,24,朝阳区,十里堡,京棉新城,6号线十里堡站,700
2570.0,12.0,6,2,6,6,丰台区,六里桥,精图小区56号院,"9号线,10号线六里桥站",1250
2720.0,12.0,3,1,7,22,朝阳区,褡裢坡,定福家园北里,6号线褡裢坡站,200
2080.0,13.0,2,1,20,28,通州区,通州北关,东潞苑,6号线通州北关站,2350
3760.0,16.0,2,1,1,6,海淀区,永泰庄,永泰园,8号线永泰庄站,600
3140.0,9.0,2,1,1,6,海淀区,永泰庄,永泰园,8号线永泰庄站,600
2070.0,10.0,2,1,4,6,丰台区,和义,和义东里五区,8号线南段和义站,50
2250.0,12.0,3,1,16,27,通州区,次渠,次渠家园北里1区,"亦庄线,17号线次渠站",1550
3280.0,14.0,3,1,2,6,朝阳区,十里堡,八里庄北里1号院,6号线十里堡站,100
2370.0,16.0,4,1,5,25,石景山区,杨庄,地铁古城家园,"1号线,6号线苹果园站",1300
2740.0,10.0,3,1,4,6,海淀区,农大南路,万树园,16号线农大南路站,850
2520.0,12.0,3,1,9,28,朝阳区,小红门,鸿博家园二期D区,亦庄线小红门站,450
2440.0,13.0,3,1,13,22,朝阳区,双合,建工双合家园,7号线双合站,350
3990.0,30.0,3,1,8,31,朝阳区,传媒大学,珠江绿洲家园,八通线传媒大学站,550
2400.0,11.0,4,1,9,15,昌平区,回龙观东大街,紫金新干线一期,8号线回龙观东大街站,1350
3690.0,27.0,2,1,2,6,石景山区,八宝山,鲁谷村,1号线八宝山站,750
2030.0,11.0,3,1,4,6,顺义区,石门,西辛南区,15号线石门站,450
2630.0,9.0,3,1,3,18,朝阳区,立水桥南,溪城家园,5号线立水桥南站,1100
2700.0,16.0,2,1,23,24,昌平区,昌平,新新公寓,昌平线昌平站,400
1610.0,11.0,3,1,1,10,房山区,广阳城,原香小镇一区,房山线广阳城站,2050
3830.0,23.0,2,1,1,29,朝阳区,传媒大学,北花园小区,八通线传媒大学站,600
3820.0,20.0,5,1,3,8,朝阳区,肖村,中海城圣朝菲,亦庄线肖村站,600
3100.0,14.0,4,1,8,34,昌平区,龙泽,融泽嘉园新2号院,13号线龙泽站,1150
2840.0,24.0,4,1,6,6,朝阳区,垡头,垡头翠城馨园东区,7号线垡头站,100
2860.0,10.0,3,1,2,11,丰台区,公益西桥,城南嘉园益明园,4号线大兴线公益西桥站,300
2440.0,10.0,3,1,3,6,朝阳区,垡头,垡头西里,7号线欢乐谷景区站,1150
2390.0,10.0,3,1,13,28,海淀区,玉泉路,兆丰园,1号线玉泉路站,1850
2330.0,15.0,2,1,9,20,通州区,北运河西,合生滨江帝景二期,6号线北运河西站,1650
2500.0,6.0,2,1,3,5,朝阳区,四惠东,甘露园西里,"1号线,八通线四惠东站",900
3560.0,30.0,3,1,2,4,大兴区,旧宫,德林园,亦庄线旧宫站,750
3310.0,12.0,3,1,11,27,朝阳区,青年路,国美第一城3号院,6号线青年路站,1200
2740.0,20.0,2,1,4,6,石景山区,金安桥,模式口南里,"1号线,6号线苹果园站",1500
2090.0,9.0,5,1,1,6,昌平区,天通苑,天通苑北三区,5号线天通苑站,1700
3350.0,10.0,2,1,3,6,朝阳区,酒仙桥,北窑地,12号线酒仙桥站,950
1280.0,8.0,3,1,4,6,顺义区,顺义,石园东区,15号线顺义站,2350
5370.0,46.0,1,1,12,28,朝阳区,传媒大学,妇联小区,八通线传媒大学站,1000
3550.0,58.0,1,1,1,6,通州区,万盛西,中泽家园,7号线万盛西站,1350
2140.0,8.0,6,2,6,6,朝阳区,孙河,康营小区C区,15号线孙河站,1350
3110.0,15.0,3,1,7,28,丰台区,六里桥,华源二里,9号线六里桥东站,1150
1910.0,16.0,3,1,12,12,房山区,篱笆房,清雅小区,房山线篱笆房站,850
1860.0,19.0,3,1,8,10,房山区,广阳城,原香小镇一区,房山线广阳城站,2050
4250.0,18.0,2,1,3,6,朝阳区,高家园,高家园一区,14号线东段望京南站,750
2690.0,16.0,3,1,12,16,朝阳区,星火,姚家园东里7号院,"3号线,20号线星火站",800
3100.0,34.0,1,1,9,11,通州区,果园,晟世嘉园,八通线果园站,1500
2160.0,10.0,3,1,14,28,朝阳区,管庄,管庄新村,八通线管庄站,600
2000.0,11.0,3,1,3,18,大兴区,天宫院,金融街融汇,4号线大兴线天宫院站,850
2860.0,10.0,3,1,28,29,丰台区,宋家庄,鲁能榴景秀苑,"5号线,10号线,亦庄线宋家庄站",550
2570.0,9.0,3,1,3,6,丰台区,角门东,角门东里,10号线角门东站,400
5780.0,25.0,2,1,14,18,朝阳区,大望路,盛世嘉园,"1号线,14号线东段大望路站",500
3910.0,13.0,4,1,10,18,海淀区,六道口,文成杰座,15号线六道口站,750
2790.0,22.0,4,1,1,6,丰台区,火箭万源,清和园,8号线南段火箭万源站,1450
2500.0,21.0,4,1,11,11,昌平区,沙河,宏枫攀达,昌平线沙河站,950
1920.0,9.0,4,1,21,21,大兴区,亦庄桥,首开住总国悦居,亦庄线荣京东街站,2900
3360.0,12.0,2,1,5,16,朝阳区,金台路,金台北街小区,"6号线,14号线东段金台路站",300
2060.0,11.0,2,1,17,18,房山区,稻田,金域缇香,房山线稻田站,800
2340.0,10.0,3,1,16,18,朝阳区,管庄,远洋一方润园,八通线管庄站,950
3660.0,29.0,3,1,23,33,丰台区,方庄,10AM新坐标,14号线东段方庄站,400
2420.0,25.0,4,1,1,6,昌平区,天通苑北,名佳花园三区,5号线天通苑北站,2600
2980.0,20.0,4,1,4,18,通州区,高楼金,瑞都公园世家南区,7号线高楼金站,500
2220.0,9.0,4,1,7,9,朝阳区,东坝中街,首开常青藤三期,14号线东段将台站,4000
930.0,8.0,3,1,3,5,房山区,阎村,绿城百合公寓南屏苑,燕房线阎村站,900
2600.0,8.0,4,1,3,6,朝阳区,望京,南湖中园一区,"14号线东段,15号线望京站",800
3350.0,18.0,4,1,3,6,朝阳区,潘家园,潘家园南里,10号线潘家园站,950
3590.0,16.0,2,1,2,5,朝阳区,劲松,劲松一区,10号线劲松站,300
2090.0,13.0,4,1,15,16,昌平区,南邵,路劲世界城二期,昌平线南邵站,500
2380.0,13.0,4,1,4,6,大兴区,旧宫,宣颐家园,亦庄线旧宫站,850
1490.0,9.0,3,1,5,6,房山区,良乡大学城西,鸿顺园西区,房山线良乡大学城西站,350
2390.0,10.0,2,1,13,18,大兴区,荣昌东街,南海家园六里,亦庄线荣昌东街站,3400
3570.0,15.0,4,1,21,22,西城区,车公庄,西直门南大街,"6号线,2号线车公庄站",50
2060.0,15.0,3,1,2,21,房山区,长阳,康泽佳苑,房山线长阳站,500
1860.0,10.0,4,1,6,6,朝阳区,小红门,燕归宁馨园,亦庄线小红门站,1200
4780.0,24.0,5,1,10,17,朝阳区,青年路,珠江罗马嘉园西区,6号线青年路站,500
1760.0,9.0,3,1,2,6,顺义区,石门,西辛南区,15号线石门站,450
2510.0,7.0,4,1,3,6,朝阳区,望京,南湖中园一区,"14号线东段,15号线望京站",800
2830.0,9.0,4,1,6,25,朝阳区,阜通,花家地西里,14号线东段阜通站,900
3380.0,8.0,2,1,4,6,朝阳区,大望路,光辉南里,"1号线,14号线东段大望路站",400
7700.0,49.0,1,1,12,21,朝阳区,十里堡,万科金阳国际公寓,6号线十里堡站,1550
5580.0,43.0,1,1,3,19,朝阳区,十里堡,炫特嘉园,6号线十里堡站,800
2940.0,11.0,2,1,4,6,朝阳区,马泉营,马南里,15号线马泉营站,1350
1830.0,8.0,3,1,3,6,大兴区,清源路,兴华园,4号线大兴线清源路站,600
4200.0,20.0,4,1,4,16,海淀区,上地,上地佳园,13号线上地站,150
4020.0,29.0,5,1,8,22,丰台区,角门东,金胜嘉谊家园,10号线角门东站,700
3010.0,18.0,4,1,2,6,朝阳区,南楼梓庄,紫南家园（南区）,7号线南楼梓庄站,250
1290.0,6.0,4,1,6,20,门头沟区,小园,保利首开四季怡园,S1线小园站,950
4290.0,17.0,4,1,2,7,海淀区,车道沟,远大园四区,10号线车道沟站,800
3490.0,12.0,2,1,2,6,朝阳区,和平西桥,樱花东街,13号线光熙门站,600
2320.0,9.0,3,1,3,7,朝阳区,褡裢坡,三间房西里,6号线褡裢坡站,800
3340.0,19.0,5,1,4,12,朝阳区,传媒大学,珠江绿洲家园,八通线传媒大学站,550
1780.0,9.0,3,1,5,6,顺义区,顺义,东兴一区,15号线顺义站,400
2500.0,9.0,3,1,8,28,朝阳区,北岗子,将府锦苑,14号线东段将台站,3550
2960.0,10.0,5,1,3,18,朝阳区,双井,合生国际家园,"7号线,10号线双井站",700
2120.0,10.0,4,1,7,21,朝阳区,北岗子,坝鑫家园,"12号线,平谷线北岗子站",850
